,Content ID,reaction_Type,Datetime,category,content_type,sentiment,scores
4344,27fffa3e-000d-4f29-9358-5b0d2280d18c,disgust,24-12-2020,dogs,video,negative,0
4376,413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,10-11-2020,science,photo,negative,0
4397,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,19-04-2021,soccer,audio,negative,0
4408,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,28-02-2021,soccer,photo,negative,0
4426,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,16-04-2021,soccer,photo,negative,0
4433,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,24-08-2020,soccer,photo,negative,0
4434,c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,10-01-2021,soccer,photo,negative,0
4463,fa781e01-b928-401f-86f4-d42b0a3b55ab,disgust,12-04-2021,studying,photo,negative,0
4491,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,17-05-2021,fitness,audio,negative,0
4496,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,30-09-2020,fitness,audio,negative,0
4502,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,21-08-2020,fitness,audio,negative,0
4505,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,28-07-2020,fitness,audio,negative,0
4506,43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,29-08-2020,fitness,audio,negative,0
4515,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,18-08-2020,dogs,video,negative,0
4537,a58c963f-1bec-4eee-b66f-60062a9dd96e,disgust,03-09-2020,dogs,video,negative,0
4544,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,disgust,16-03-2021,Travel,video,negative,0
4566,748ab616-8066-4c61-b6af-d7442545d12a,disgust,29-03-2021,veganism,audio,negative,0
4644,43da458b-66fe-4723-996c-57dcfad67edf,disgust,15-06-2021,food,GIF,negative,0
4645,43da458b-66fe-4723-996c-57dcfad67edf,disgust,05-04-2021,food,GIF,negative,0
4662,43da458b-66fe-4723-996c-57dcfad67edf,disgust,24-11-2020,food,GIF,negative,0
4683,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,disgust,16-02-2021,fitness,GIF,negative,0
4693,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,23-12-2020,science,photo,negative,0
4695,7dc268e5-b50d-4280-82aa-e08af75a8a0a,disgust,18-09-2020,science,photo,negative,0
4752,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,24-12-2020,cooking,audio,negative,0
4761,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,05-12-2020,cooking,audio,negative,0
4766,ebdf5d36-9ecc-44d7-b641-d33805709452,disgust,21-06-2020,cooking,audio,negative,0
4793,1429467d-e8a2-4292-bd46-921e8bd87b30,disgust,01-11-2020,public speaking,video,negative,0
4802,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,16-10-2020,studying,audio,negative,0
4819,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,disgust,19-04-2021,studying,audio,negative,0
4883,d16d21cd-30c7-4b1e-b50c-aff5808fe816,disgust,13-02-2021,fitness,photo,negative,0
4931,27ec2b21-a749-4181-b182-150a174fc277,disgust,29-09-2020,animals,GIF,negative,0
4939,27ec2b21-a749-4181-b182-150a174fc277,disgust,01-03-2021,animals,GIF,negative,0
4944,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,10-06-2021,travel,photo,negative,0
4956,8bcb980c-6f36-484d-974f-30b3e8fcc251,disgust,03-03-2021,travel,photo,negative,0
4973,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,disgust,21-10-2020,food,video,negative,0
5015,1f466010-5c87-4b81-be83-5856481231fb,disgust,17-04-2021,soccer,GIF,negative,0
5026,1f466010-5c87-4b81-be83-5856481231fb,disgust,18-11-2020,soccer,GIF,negative,0
5036,1f466010-5c87-4b81-be83-5856481231fb,disgust,19-12-2020,soccer,GIF,negative,0
5094,496645a7-64f7-4c56-94f5-a71671cb262e,disgust,16-01-2021,dogs,GIF,negative,0
5129,d6d4ec49-4210-44de-9f90-c93dfbeed084,disgust,23-10-2020,tennis,video,negative,0
5135,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,20-03-2021,food,audio,negative,0
5144,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,27-09-2020,food,audio,negative,0
5156,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,20-06-2020,food,audio,negative,0
5168,229d5bad-c1e4-439c-8978-0efdcdfea4d1,disgust,15-12-2020,food,audio,negative,0
5189,80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,11-09-2020,tennis,video,negative,0
5203,80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,06-08-2020,tennis,video,negative,0
5218,80d4bec9-6441-41a2-be74-0eec3e5317ef,disgust,16-03-2021,tennis,video,negative,0
5222,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,21-09-2020,science,video,negative,0
5229,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,disgust,29-07-2020,science,GIF,negative,0
5267,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,02-07-2020,cooking,audio,negative,0
5268,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,disgust,04-09-2020,cooking,audio,negative,0
5272,ff883828-a610-492d-8635-8a777eaad25f,disgust,27-12-2020,education,audio,negative,0
5280,ff883828-a610-492d-8635-8a777eaad25f,disgust,13-04-2021,education,photo,negative,0
5281,ff883828-a610-492d-8635-8a777eaad25f,disgust,07-08-2020,education,photo,negative,0
5287,ff883828-a610-492d-8635-8a777eaad25f,disgust,21-07-2020,education,photo,negative,0
5316,ff883828-a610-492d-8635-8a777eaad25f,disgust,01-01-2021,education,photo,negative,0
5325,48a824bf-e495-4333-8acf-c800947ec2cd,disgust,13-07-2020,soccer,audio,negative,0
5349,48a824bf-e495-4333-8acf-c800947ec2cd,disgust,13-08-2020,soccer,audio,negative,0
5355,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,disgust,05-11-2020,food,GIF,negative,0
5431,05776481-7b58-46d8-abf6-bf4de7831287,disgust,21-04-2021,travel,audio,negative,0
5447,05776481-7b58-46d8-abf6-bf4de7831287,disgust,10-12-2020,travel,audio,negative,0
5485,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,disgust,09-04-2021,animals,GIF,negative,0
5513,8b51c05c-a8a2-4a6c-b031-165fb7bac840,disgust,13-05-2021,dogs,video,negative,0
5567,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,disgust,27-10-2020,veganism,GIF,negative,0
5574,429632b9-88c0-4163-a7ed-4272a04f7838,disgust,11-03-2021,Animals,audio,negative,0
5587,429632b9-88c0-4163-a7ed-4272a04f7838,disgust,27-01-2021,Animals,audio,negative,0
5606,281054fd-2b89-4191-92ae-98e1bc0ed51b,disgust,30-04-2021,fitness,video,negative,0
5615,281054fd-2b89-4191-92ae-98e1bc0ed51b,disgust,05-05-2021,fitness,video,negative,0
5652,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,29-06-2020,public speaking,GIF,negative,0
5659,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,25-07-2020,public speaking,photo,negative,0
5660,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,31-08-2020,public speaking,photo,negative,0
5669,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,04-03-2021,public speaking,photo,negative,0
5670,8ef185a2-8910-41f5-a109-95c925ebffa0,disgust,05-06-2021,public speaking,photo,negative,0
5685,839d117b-c764-4930-99f2-a6e4d1b47790,disgust,21-12-2020,cooking,GIF,negative,0
5711,839d117b-c764-4930-99f2-a6e4d1b47790,disgust,26-02-2021,cooking,GIF,negative,0
5752,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,01-03-2021,animals,audio,negative,0
5756,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,10-07-2020,animals,audio,negative,0
5765,909cbb46-9789-4e9d-9148-890e5c44a9e2,disgust,20-08-2020,animals,audio,negative,0
5794,1987b43d-bcb9-4ab0-8634-ef3623928e94,disgust,30-10-2020,education,photo,negative,0
5821,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,29-09-2020,healthy eating,audio,negative,0
5826,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,16-08-2020,healthy eating,audio,negative,0
5827,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,30-01-2021,healthy eating,audio,negative,0
5829,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,04-11-2020,healthy eating,audio,negative,0
5836,3e64dfe3-e832-4352-a170-9806f64ac507,disgust,06-12-2020,healthy eating,audio,negative,0
5892,d029d393-b80b-4a56-9450-7645ee42da07,disgust,20-12-2020,healthy eating,video,negative,0
5905,75747dd7-8dad-4f2f-9209-62765223f3af,disgust,26-12-2020,fitness,photo,negative,0
5940,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,30-10-2020,studying,audio,negative,0
5947,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,11-06-2021,studying,audio,negative,0
5952,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,disgust,03-05-2021,studying,audio,negative,0
5982,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,27-08-2020,healthy eating,video,negative,0
5993,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,26-12-2020,healthy eating,video,negative,0
6000,b1c49557-0623-4fb2-8f22-1453286fedad,disgust,06-01-2021,healthy eating,video,negative,0
6056,96209724-37a8-475b-b80a-03e96a7c33b1,disgust,10-10-2020,fitness,GIF,negative,0
6089,bb9dcde7-55bb-4fb8-b349-caa58fb08823,disgust,28-08-2020,healthy eating,GIF,negative,0
6103,bb9dcde7-55bb-4fb8-b349-caa58fb08823,disgust,10-05-2021,healthy eating,GIF,negative,0
6113,a0606e08-1798-44f5-a575-28e82f79dfe3,disgust,12-08-2020,veganism,video,negative,0
6114,a0606e08-1798-44f5-a575-28e82f79dfe3,disgust,01-11-2020,veganism,video,negative,0
6129,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,disgust,10-08-2020,fitness,video,negative,0
6152,baf5959e-204c-4acc-838c-87617e79f448,disgust,08-03-2021,fitness,audio,negative,0
6229,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,17-08-2020,technology,photo,negative,0
6233,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,04-02-2021,technology,photo,negative,0
6244,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,27-03-2021,technology,photo,negative,0
6253,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,11-03-2021,technology,photo,negative,0
6260,350e0d40-e036-459c-9cbe-73e003c33cfa,disgust,19-03-2021,technology,photo,negative,0
6278,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,08-04-2021,food,GIF,negative,0
6284,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,05-02-2021,food,GIF,negative,0
6294,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,21-05-2021,food,GIF,negative,0
6311,0e2169f4-b881-42d0-b99c-034b32f83504,disgust,27-01-2021,food,GIF,negative,0
6329,60ca0278-5ed6-4669-939b-e6dc2021c07d,disgust,28-07-2020,technology,GIF,negative,0
6359,13a4d35c-761c-47a3-b25b-5cc5825d04f2,disgust,15-12-2020,travel,photo,negative,0
6392,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,disgust,28-04-2021,Education,photo,negative,0
6423,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,29-07-2020,public speaking,video,negative,0
6428,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,18-01-2021,public speaking,video,negative,0
6434,a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,12-08-2020,public speaking,video,negative,0
6482,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,08-04-2021,soccer,video,negative,0
6497,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,20-10-2020,soccer,video,negative,0
6530,7fe36d94-8867-4719-9c62-60b077cf5973,disgust,02-02-2021,travel,photo,negative,0
6567,56df8914-9d42-434d-9612-6bb518dd641e,disgust,27-08-2020,fitness,video,negative,0
6586,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,27-07-2020,foodf,video,negative,0
6593,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,25-02-2021,foodf,video,negative,0
6618,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,disgust,17-03-2021,veganism,photo,negative,0
6679,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,22-09-2020,public speaking,video,negative,0
6690,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,disgust,25-06-2020,public speaking,video,negative,0
6741,19179d57-4950-4a98-87fa-98f824551a6f,disgust,27-07-2020,education,photo,negative,0
6783,590873fc-e921-4396-a173-a43451675afc,disgust,05-11-2020,studying,GIF,negative,0
6791,590873fc-e921-4396-a173-a43451675afc,disgust,30-10-2020,studying,GIF,negative,0
6813,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,08-02-2021,travel,video,negative,0
6833,b4c71928-99f0-4f1e-bdff-3d99c16113ac,disgust,08-08-2020,travel,video,negative,0
6878,c7b02507-18a2-4169-91f1-4fc727c8bc03,disgust,16-06-2021,dogs,GIF,negative,0
6907,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,18-10-2020,cooking,video,negative,0
6915,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,disgust,05-10-2020,cooking,video,negative,0
6933,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,25-06-2020,education,photo,negative,0
6941,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,14-01-2021,education,photo,negative,0
6954,4b10b6a2-d8ad-4f48-835a-e0ec47e7e72c,disgust,03-10-2020,education,photo,negative,0
6970,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,28-01-2021,animals,audio,negative,0
6971,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,18-01-2021,animals,audio,negative,0
6979,990ad477-b9eb-4ea6-9ec8-3f941f53b758,disgust,09-01-2021,animals,audio,negative,0
6997,2240bbde-db67-4d73-b885-f0117b4b2080,disgust,04-09-2020,food,video,negative,0
7010,8338222c-c31f-40f3-883c-44125f36bae8,disgust,15-09-2020,education,video,negative,0
7050,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,03-06-2021,animals,audio,negative,0
7058,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,10-04-2021,animals,audio,negative,0
7085,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,10-02-2021,animals,audio,negative,0
7086,59bb59ce-776b-4d28-85ee-c0d71c690b6a,disgust,04-11-2020,animals,audio,negative,0
7127,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,30-09-2020,animals,GIF,negative,0
7128,72878c11-38cc-4442-bc81-7eeef47c531c,disgust,31-03-2021,animals,GIF,negative,0
7157,b50871e0-183e-4a1d-884b-f20fb271041b,disgust,17-11-2020,cooking,photo,negative,0
7187,802a8533-3051-4e2c-ad30-7751ece5d514,disgust,30-03-2021,food,audio,negative,0
7223,8f12f846-7528-4516-aa7c-f937d868c904,disgust,07-05-2021,culture,GIF,negative,0
7230,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,disgust,14-06-2021,studying,photo,negative,0
7236,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,disgust,01-06-2021,studying,photo,negative,0
7240,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,disgust,12-08-2020,studying,photo,negative,0
7255,636e6499-b670-4cd4-a829-2c4c9e07db2a,disgust,25-10-2020,soccer,photo,negative,0
7295,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,07-09-2020,culture,GIF,negative,0
7310,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,31-08-2020,culture,GIF,negative,0
7311,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,24-09-2020,culture,GIF,negative,0
7317,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,14-09-2020,culture,GIF,negative,0
7319,ac120787-f331-497f-8733-7cd63dfd36b6,disgust,10-09-2020,culture,GIF,negative,0
7333,9ec9b340-df2d-472f-9a7f-80b4790788e6,disgust,07-03-2021,travel,photo,negative,0
7355,5c38166c-8305-4227-ad54-bad36df2a57a,disgust,04-01-2021,Fitness,video,negative,0
7375,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,10-05-2021,cooking,photo,negative,0
7377,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,11-04-2021,cooking,photo,negative,0
7390,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,18-12-2020,cooking,photo,negative,0
7391,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,24-05-2021,cooking,photo,negative,0
7392,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,26-06-2020,cooking,photo,negative,0
7395,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,14-08-2020,cooking,photo,negative,0
7399,da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,25-06-2020,cooking,photo,negative,0
7428,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,disgust,21-08-2020,tennis,audio,negative,0
7443,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,22-12-2020,public speaking,audio,negative,0
7446,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,04-07-2020,public speaking,audio,negative,0
7449,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,07-06-2021,public speaking,audio,negative,0
7454,ecbba40a-93f2-470a-b565-938f61f527a7,disgust,20-02-2021,public speaking,audio,negative,0
7471,05805658-8744-4cc4-825d-cbfed0ecea7c,disgust,26-03-2021,technology,photo,negative,0
7510,6fc7f722-0a93-4420-8376-09d6536ecef8,disgust,24-01-2021,fitness,GIF,negative,0
7521,6fc7f722-0a93-4420-8376-09d6536ecef8,disgust,02-09-2020,fitness,GIF,negative,0
7534,6fc7f722-0a93-4420-8376-09d6536ecef8,disgust,04-11-2020,fitness,GIF,negative,0
7572,e611ee64-7ada-428d-aa37-94c8c0782a91,disgust,21-05-2021,cooking,GIF,negative,0
7609,e96d9fcb-b5be-4382-b809-6315dbe6f89a,disgust,11-11-2020,tennis,photo,negative,0
7624,a7a7c909-15cb-4719-835b-cc9f835feb50,disgust,17-05-2021,animals,GIF,negative,0
7656,77099957-1551-435e-b386-704d8b91a46e,disgust,29-04-2021,cooking,audio,negative,0
7659,77099957-1551-435e-b386-704d8b91a46e,disgust,21-11-2020,cooking,audio,negative,0
7662,77099957-1551-435e-b386-704d8b91a46e,disgust,06-12-2020,cooking,audio,negative,0
7674,760e026f-8373-4aa4-acb5-03eb102fc733,disgust,08-12-2020,food,audio,negative,0
7689,5c7fa152-9628-471d-b715-84e15c4b5d38,disgust,27-04-2021,tennis,audio,negative,0
7704,5c7fa152-9628-471d-b715-84e15c4b5d38,disgust,02-11-2020,tennis,audio,negative,0
7746,d03efe68-5986-48c4-8767-93b8f5881004,disgust,21-03-2021,animals,GIF,negative,0
7802,4bdd31e0-2f59-4262-bcbe-546678a3d203,disgust,05-04-2021,healthy eating,photo,negative,0
7849,11b96207-c1c5-4083-948d-2942684aae0d,disgust,09-09-2020,studying,photo,negative,0
7862,51a26a10-6973-4882-aa88-98b53978ce01,disgust,20-11-2020,veganism,audio,negative,0
7876,51a26a10-6973-4882-aa88-98b53978ce01,disgust,23-12-2020,veganism,audio,negative,0
7895,51a26a10-6973-4882-aa88-98b53978ce01,disgust,02-04-2021,veganism,audio,negative,0
7907,693b5f91-52b1-4464-916c-91adccbec996,disgust,25-08-2020,culture,photo,negative,0
7912,693b5f91-52b1-4464-916c-91adccbec996,disgust,15-08-2020,culture,photo,negative,0
7971,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,disgust,11-09-2020,studying,video,negative,0
7979,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,disgust,16-09-2020,studying,video,negative,0
7995,42afb980-6f27-40d3-962e-bff8eada090f,disgust,11-06-2021,culture,video,negative,0
8034,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,disgust,22-01-2021,education,GIF,negative,0
8039,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,disgust,08-01-2021,education,GIF,negative,0
8054,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,disgust,23-07-2020,education,GIF,negative,0
8103,581634a6-14c7-4c0a-8c7f-34238e58cf6a,disgust,21-07-2020,veganism,GIF,negative,0
8109,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,17-05-2021,food,photo,negative,0
8116,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,14-11-2020,food,photo,negative,0
8122,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,07-08-2020,food,photo,negative,0
8125,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,08-09-2020,food,photo,negative,0
8129,1e773c55-ec7e-47f2-916d-98d0b778a048,disgust,18-09-2020,food,photo,negative,0
8157,194f1ad7-43bf-4cdd-a01b-e6947df47403,disgust,23-06-2020,tennis,GIF,negative,0
8170,85e013ce-3474-4c9a-a4ea-7b726a29baae,disgust,17-07-2020,animals,GIF,negative,0
8202,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,13-10-2020,science,GIF,negative,0
8207,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,12-04-2021,science,GIF,negative,0
8213,9a5951a5-a36f-404e-a746-f6023c160fc0,disgust,08-01-2021,science,GIF,negative,0
8262,26ea4466-0d88-482a-afab-e502beb4a316,disgust,21-08-2020,Fitness,video,negative,0
8269,26ea4466-0d88-482a-afab-e502beb4a316,disgust,04-10-2020,Fitness,video,negative,0
8285,26ea4466-0d88-482a-afab-e502beb4a316,disgust,19-07-2020,Fitness,video,negative,0
8288,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,17-02-2021,tennis,audio,negative,0
8289,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,25-03-2021,tennis,audio,negative,0
8311,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,02-12-2020,tennis,audio,negative,0
8324,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,31-10-2020,tennis,audio,negative,0
8325,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,disgust,29-08-2020,tennis,audio,negative,0
8340,b81f446e-be9b-4fff-8faf-7732c6306c75,disgust,22-07-2020,cooking,audio,negative,0
8344,b81f446e-be9b-4fff-8faf-7732c6306c75,disgust,05-04-2021,cooking,audio,negative,0
8388,a059c110-6fab-4a4f-9482-eaf2c269911e,disgust,20-02-2021,food,GIF,negative,0
8395,a059c110-6fab-4a4f-9482-eaf2c269911e,disgust,22-10-2020,food,GIF,negative,0
8412,a059c110-6fab-4a4f-9482-eaf2c269911e,disgust,29-12-2020,food,GIF,negative,0
8431,b90bb1f2-9dbf-4802-a0e2-103dac50d272,disgust,08-05-2021,fitness,video,negative,0
8441,b90bb1f2-9dbf-4802-a0e2-103dac50d272,disgust,28-07-2020,fitness,video,negative,0
8461,4b582733-141e-488f-8d02-3c4b149815a5,disgust,03-01-2021,fitness,photo,negative,0
8469,4e659bd8-44b6-41a3-893c-c528474a29c9,disgust,23-03-2021,education,photo,negative,0
8488,4e659bd8-44b6-41a3-893c-c528474a29c9,disgust,06-02-2021,education,video,negative,0
8509,8866b759-c55c-4fd3-9753-8a69265c481e,disgust,19-10-2020,science,video,negative,0
8545,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,26-02-2021,cooking,GIF,negative,0
8553,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,05-01-2021,cooking,GIF,negative,0
8556,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,10-06-2021,cooking,GIF,negative,0
8564,eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,disgust,01-05-2021,cooking,GIF,negative,0
8578,3ce1063a-2277-4285-97b0-9bd53a941cd7,disgust,21-09-2020,travel,GIF,negative,0
8581,3ce1063a-2277-4285-97b0-9bd53a941cd7,disgust,07-04-2021,travel,GIF,negative,0
8585,3ce1063a-2277-4285-97b0-9bd53a941cd7,disgust,24-03-2021,travel,GIF,negative,0
8610,2d10f5b0-c590-429f-8b68-52c239617d26,disgust,01-11-2020,technology,GIF,negative,0
8616,2d10f5b0-c590-429f-8b68-52c239617d26,disgust,08-03-2021,technology,GIF,negative,0
8699,b2344491-76af-4b2c-b569-e9af85298b30,disgust,19-08-2020,culture,video,negative,0
8717,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,12-04-2021,science,photo,negative,0
8724,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,05-03-2021,science,photo,negative,0
8729,178f85a7-c2d1-4127-94d2-30adf96ae7fd,disgust,24-12-2020,science,photo,negative,0
8735,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,19-07-2020,animals,photo,negative,0
8739,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,25-07-2020,animals,video,negative,0
8740,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,10-12-2020,animals,video,negative,0
8745,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,16-04-2021,animals,video,negative,0
8752,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,11-01-2021,animals,video,negative,0
8757,89cf06bc-e921-4cfd-bd16-d071757d90a2,disgust,27-01-2021,animals,video,negative,0
8775,16fb5dcb-4349-4831-acf2-8c116ad7dae5,disgust,31-08-2020,technology,audio,negative,0
8790,16fb5dcb-4349-4831-acf2-8c116ad7dae5,disgust,23-11-2020,technology,audio,negative,0
8824,e4827a5c-c604-4aad-b7ed-b396b3601b74,disgust,09-09-2020,education,photo,negative,0
8835,e4827a5c-c604-4aad-b7ed-b396b3601b74,disgust,25-01-2021,education,photo,negative,0
8873,0289b7bc-bc95-4f1d-83fe-9ca662194158,disgust,12-08-2020,tennis,audio,negative,0
8898,3a7b85dd-717e-4460-8144-498fdbc9380c,disgust,03-04-2021,education,video,negative,0
